172.18.0.1 - - [03/Sep/2022:07:40:36 +0000] "GET / HTTP/1.1" 403 153 "-" "curl/7.64.0" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:39 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:44 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:44 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:44 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:44 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:44 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:44 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:44 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:44 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:44 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:44 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:44 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:44 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:45 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:45 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:45 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:45 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:45 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:45 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:45 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:27:45 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:15 +0000] "GET // HTTP/1.1" 301 301 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:28:44 +0000] "GET // HTTP/1.1" 200 23361 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:29:29 +0000] "GET // HTTP/1.1" 200 23310 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
103.98.152.12 - - [03/Sep/2022:10:30:13 +0000] "GET /wp-login.php HTTP/1.1" 404 270 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64rv:95.0) Gecko/20100101 Firefox/95.0" "-"
185.196.220.70 - - [03/Sep/2022:10:32:09 +0000] "GET / HTTP/1.1" 200 23080 "-" "Linux Gnu (cow)" "-"
85.93.41.221 - - [03/Sep/2022:10:33:49 +0000] "GET // HTTP/1.1" 403 273 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:35:01 +0000] "GET // HTTP/1.1" 403 273 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:41:46 +0000] "GET // HTTP/1.1" 403 275 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:44:53 +0000] "GET // HTTP/1.1" 403 275 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:44:57 +0000] "GET // HTTP/1.1" 403 275 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:49:33 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:49:34 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ga/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:50:10 +0000] "GET /asdf HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:50:10 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ga/asdf" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:59:12 +0000] "GET /asdf HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:59:12 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ga/asdf" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:59:16 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:59:16 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ga/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:59:17 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:59:17 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ga/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:59:32 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:59:32 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ga/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:59:56 +0000] "GET // HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:10:59:56 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ml//" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:00:06 +0000] "GET // HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:00:06 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ml//" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:00:20 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:00:25 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
66.249.75.252 - - [03/Sep/2022:11:00:31 +0000] "GET /cstat/12971/page/9 HTTP/1.1" 403 278 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.101 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
85.93.41.221 - - [03/Sep/2022:11:01:05 +0000] "GET /asdfasdf HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:01:05 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ml/asdfasdf" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:02:09 +0000] "GET /asdfasdf HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:02:09 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ml/asdfasdf" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:02:11 +0000] "GET // HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:02:11 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ml//" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:02:16 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:02:20 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:03:41 +0000] "GET // HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:03:41 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ml//" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:03:47 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:12:25 +0000] "GET // HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:12:27 +0000] "GET /favicon.ico HTTP/1.1" 403 277 "http://tradesoft.ml//" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
85.93.41.221 - - [03/Sep/2022:11:12:38 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:14:22 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:14:25 +0000] "GET /ege HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:16:11 +0000] "GET /ege HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:16:12 +0000] "GET /ege HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:16:12 +0000] "GET /ege HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:16:12 +0000] "GET /ege HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:16:12 +0000] "GET /ege HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:16:30 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:17:18 +0000] "GET /index.php HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:18:59 +0000] "GET /index.php HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
85.93.41.221 - - [03/Sep/2022:11:19:03 +0000] "GET / HTTP/1.1" 403 277 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
